,Title,Price,ColoursAvailable,ReviewTopic,Reviews,UserID,Date,VerifiedPurchaser,IncentivizedReview
0,Samba OG Shoes,100,6,Nice quality shoes,They match practically with  any outfit that I wear!,abdubs35 ," September 13, 2023",False,False
1,Samba OG Shoes,100,6,Nice shoes,"Very nice shoes , just not as green as the picture.",THEMAN ," September 13, 2023 ",False,True
2,Samba OG Shoes,100,6,Buy the shoes!,"Bang on trend, comfy and cool. Would recommend these to anyone",Huggsy ," September 12, 2023 ",True,True
3,Samba OG Shoes,100,6,ALL GOODS SOLID! WORTH THE PRICE!,THAT WAS DOPE! medyo mahaba lng ng very little lang naman kasi 9.5 UK pala is size 10 US. i was expecting na size 9.5 UK at the same time 9.5 US too . but its all good no worries. SAMBA OG IS LIT!,TOYOTABOY ," September 12, 2023",False,False
4,Samba OG Shoes,100,6,Never out of style,Love how light on your feet they are and comfortable. I’ve been a Samba wearer for years and they never get old.,SangeBo ," September 12, 2023",False,False
5,Samba OG Shoes,100,6,The perfect everyday shoe,You can wear these shoes with anything and they fit comfortably,Herryhernadez ," September 12, 2023",False,False
6,Samba OG Shoes,100,6,Super nice shoes,"Love the colorway and the way it fits, what an amazing shoe!",Vides ," September 12, 2023",False,False
11,Samba OG Shoes,100,6,"Nice kicks,size up!","Love the trainers, but had to return as fit is neat, size up by half size.",Ali7 ," September 12, 2023 ",True,True
20,Samba OG Shoes,100,6,"I wore these in Italy for 16,000 steps/day. Great!",I love these shoes so much they can be dressed up or dressed down. I wear them everyday and to bars and parties and everywhere. I always get so much compliments too,Julie0515 ," September 12, 2023",False,False
21,Samba OG Shoes,100,6,So so,The back is too high and rubs when walking i suggest wearing at home for a day or 2 to see if they rub,Bear ," September 12, 2023 ",True,True
23,Samba OG Shoes,100,6,Classic and will never ran out of style,A great shoe and a must cop pair to be within your rotation,LukaJokic ," September 12, 2023",False,False
24,Samba OG Shoes,100,6,Great look,Very comfortable fit. Goes with a lot of outfits that I have,Guille72 ," September 12, 2023",False,False
25,Samba OG Shoes,100,6,Great shoes!,Great shoes!  Feels great and looks great! I would recommend these to anyone.  My wife is waiting on a pair in her size and color now-,Matt ," September 12, 2023 ",True,True
26,Samba OG Shoes,100,6,Best purchase ever,Simplicity of the item and it’s very easy to style,Leighanne ," September 12, 2023 ",True,True
27,Samba OG Shoes,100,6,Perfectly comfortable and on-trend footwear! Love!,Loved these so much I want more colours! Bring more brights please!!,C.E. ," September 12, 2023",False,False
28,Samba OG Shoes,100,6,Satisfied customer,Perfect for everyday use. We will order again………..,Ammarah ," September 12, 2023",False,False
29,Samba OG Shoes,100,6,Super buy,So comfortable and easy to wear.Had heard all the hype and it's all deserved.,ARog ," September 12, 2023 ",True,True
30,Samba OG Shoes,100,6,"Great buy, very wearable style","Great buy, would definitely recommend this style. Can be dressed up or down",Pippa ," September 12, 2023 ",True,True
31,Samba OG Shoes,100,6,Samba OG Shoes- the best everyday shoes!,"Gorgeous every day shoes. I take a 6.5UK sizing and ordered the same. The sizing is spot on but I'd imagine someone with a more normal or wider-shaped foot might struggle with these. I have narrow feet and these fit like gloves in a good way.
The style goes with smart casual, casual and is a great staple for the wardrobe.",Rachelle ," September 12, 2023 ",True,True
42,Samba OG Shoes,100,6,Best,Very comfy to wear and you can style it anything you want,Paolo ," September 12, 2023",False,False
43,Samba OG Shoes,100,6,don’t exchange just purchase,"Size up, I’m a size 8 in womens &amp; they were too tight. I would suggest purchasing the correct size when its in stock instead of waiting on an exchange because the product could go out of stock &amp; then you’re stuck waiting for another release. Called customer service &amp; they were adamant my exchange would go through &amp; it didn’t. Disappointed but I should’ve trusted my gut &amp; just ordered the size I needed instead of waiting. Just a heads up to save people the headache!",beks ," September 12, 2023",False,False
44,Samba OG Shoes,100,6,"Coolest shoe I own, great purchase!!",I love how they are basic and can go with every outfit,Loz1015 ," September 12, 2023",False,False
45,Samba OG Shoes,100,6,Ang gandaaaa,"Basta ang ganda. Perfect! Very comfy, quality talaga",Iris ," September 12, 2023",False,False
46,Samba OG Shoes,100,6,My sin loves them,"Great find, we went to the outlet and were able to find som3yhing he likes",DoubleRR ," September 12, 2023",False,False
49,Samba OG Shoes,100,6,"Love, love, love!",Purchased a white with the black striped version and loved them so much that I decided to get a second pair in red stripes!! Very comfortable!,C2dp ," September 12, 2023 ",True,True
50,Samba OG Shoes,100,6,Good shoes,Nice color way of the shoe and goes well with everything,Samba ," September 12, 2023",False,False
51,Samba OG Shoes,100,6,needs beefed up,there is virtually no sole on this shoe. More like a slipper,time ," September 12, 2023 ",True,True
57,Samba OG Shoes,100,6,favourite trainers to date,"Excellent delivery, great product five star product",Field ," September 11, 2023 ",True,True
58,Samba OG Shoes,100,6,Love them,On trend. Goes with everything. Super comfortable.,GG59 ," September 11, 2023 ",True,True
59,Samba OG Shoes,100,6,A successful purchase!,I purchased these shoes because my grandson asked for them for his birthday and he loves them!,Grandmommy ," September 11, 2023 ",True,True
60,Samba OG Shoes,100,6,Best purchase ever,A bit narrow but size is true. Quality is great for its price.,JSte ," September 11, 2023",False,False
61,Samba OG Shoes,100,6,The perfect everyday shoe!,"Love these shoes! Comfortable, but get your regular size. Don’t look at the size recommendation according to it, I should have been a 41 1/2 (25.5 cm), but it was way too big. Ended up exchanging it to my usual size 40 and it fits perfectly! A bit narrow",Anette ," September 11, 2023 ",True,True
77,Samba OG Shoes,100,6,Easy to partner with different style of clothes,The quality of the product is good and comfortable to wear.,Jaks ," September 11, 2023",False,False
78,Samba OG Shoes,100,6,Great trainers,"I am over the moon, so comfy, fit true to size I am 38,5 and fits 5,5 pefrectly. So stylish, I am even thinking to buy another in diffrent colour. Fast delivery.",Enna ," September 11, 2023 ",True,True
79,Samba OG Shoes,100,6,Comfy and looks great with everything,Love this trainers had my eye on them for a while and had to wait until it was back in stock to snap one up. Very comfortable and goes with everything,Jina ," September 11, 2023 ",True,True
80,Samba OG Shoes,100,6,Best shoes ever,"Perfect, I love wearing the shoes nearly everyday now",BA25 ," September 11, 2023 ",True,True
81,Samba OG Shoes,100,6,Samba OGs,Really comfy and look great. Had an issue with the first pair ordered as they were marked but the replacement was recevied quickly,DonnaOUK ," September 11, 2023 ",True,True
87,Samba OG Shoes,100,6,Goes with everything,"I love the shoes they go with with everything. Except I followed the shoe size guide and it recommended a size and they’re a little to big. I wish I got a half size smaller, because once they’re worn a little bit they’re going to be too big. I’m going to have to purchase a half size smaller which sucks.",kassiebreeling ," September 11, 2023 ",True,True
88,Samba OG Shoes,100,6,Love my Sambas!,"Swift delivery. Sambas are fab, perfect fit, true to size",Evon ," September 11, 2023 ",True,True
89,Samba OG Shoes,100,6,Comfortable and look great on.,The Samba OG shoeis comfortable and looks great on.,MJBtooks ," September 11, 2023 ",True,True
90,Samba OG Shoes,100,6,Excellent,Very cool and nice shoes 😄and it is very comfortable and relax feeling for walking and playing purpose,Raj1352 ," September 11, 2023",False,False
91,Samba OG Shoes,100,6,These shoes live up to the hype! Stylish,"Recommend girls that are are getting their size in men to size down in 1-2 sizes, run pretty big in men.",Hayley101126 ," September 11, 2023",False,False
92,Samba OG Shoes,100,6,Can slay in any outfit,Just perfect pairs which we can slay in any fits goes with every fits,Vullo ," September 11, 2023",False,False
93,Samba OG Shoes,100,6,Amazing shoe just great for everyday lifestyle,Just such good quality and bang for your buck! I would definitely keep buying more pairs,Rusel ," September 11, 2023",False,False
94,Samba OG Shoes,100,6,"Very nice, I like it so much","This shoes is so  nice with dress, I would like to wear it also with my leggings and jeans very comfy shoes and fashionable. I’m surely glad to have a pair of this type of shoes, I will recommend it to my friends.",Mamich ," September 11, 2023",False,False
95,Samba OG Shoes,100,6,Comfortable and flexible with any style you wear,It was surprisingly comfortable even using it right away and walking for about 10mins going to work.,Mars ," September 11, 2023",False,False
96,Samba OG Shoes,100,6,Very versatile!,So cute and comfortable. I was worried they would be too narrow for my wide foot but they are great!,Becpic ," September 11, 2023 ",True,True
101,Samba OG Shoes,100,6,Nice,"Phenomenal shoe  I highly recommend the comfort, and the durability is pretty nice",Sozy ," September 11, 2023",False,False
102,Samba OG Shoes,100,6,"Happy I returned them and got correct size, really","I had to return my first order as they were too big, went down a size and they fit fine.  Very comfortable, and although I haven’t had a chance to wear them too much, I am getting compliments!",Kate ," September 11, 2023 ",True,True
103,Samba OG Shoes,100,6,Lifestyle,Stylish and very fashionable wearing on any kind of clothes,SamSam ," September 11, 2023",False,False
104,Samba OG Shoes,100,6,Easy to wear with everything,Super cute and comfortable. I wish they weren’t so hard to find in stock.,Ssandie ," September 10, 2023",False,False
105,Samba OG Shoes,100,6,Great but size up!,"Lovely runners, however they definitely run small in size so would recommend sizing up!",Ainemel ," September 10, 2023 ",True,True
106,Samba OG Shoes,100,6,Great shoe recommend anyone to buy,Comfortable shoe and good quality will buy more in different colours,Dobby ," September 10, 2023",False,False
109,Samba OG Shoes,100,6,Loved it.,One of the influencer I followed at IG made me buy this Samba OG. So far so good. I should say that it’s so cute and comfy.,Cathyness ," September 11, 2023",False,False
110,Samba OG Shoes,100,6,The Best Trainers,"Instantly comfortable. 
Best trainers Ever.
Look good with everything.",Debmcefc ," September 11, 2023 ",True,True
111,Samba OG Shoes,100,6,fashionable and comfortable.,"they look real cool, feel real cool.
even if I was an animal I’d find a way to wear them.",Baller55 ," September 11, 2023",False,False
115,Samba OG Shoes,100,6,Very comfy,Very comfy. Great for the price and recommend highly,jh21 ," September 10, 2023",False,False
116,Samba OG Shoes,100,6,Wish I ordered 71/2,Little big.  Comfort is great. Order a 1/2 size down,Susie ," September 10, 2023 ",True,True
122,Samba OG Shoes,100,6,Great shoes. Smart and comfy.,"Smart with good quality leather, comfortable but does run a little small. Would recommend sizing up at least a 1/2 size.",Kirst89 ," September 10, 2023 ",True,True
123,Samba OG Shoes,100,6,A perfect all round trainer,I bought them for the missus &amp; she loves them. A great all round trainer.,MTJB ," September 10, 2023 ",True,True
124,Samba OG Shoes,100,6,Great purchase,Very comfortable and great size. They go with most outfits and look great.,adele88 ," September 10, 2023 ",True,True
125,Samba OG Shoes,100,6,Best gift ever,"Bought as a present for mum and she loved! Great fit, quality and look well.",Lauren ," September 10, 2023 ",True,True
126,Samba OG Shoes,100,6,Comfortable but size up.,Comfortable but size up. Really nice and match lots of outfits.,Lisa ," September 10, 2023 ",True,True
127,Samba OG Shoes,100,6,Stylish,It’s so comfy and cute ! Easy to style with anything,Keeks ," September 11, 2023 ",True,True
128,Samba OG Shoes,100,6,they’re so comfortable!!!,"i love them, when i wear them it doesn’t even feel like i’m wearing shoes! i’m on my feet all day at work and they don’t hurt at all even on the first wear.",bmp99 ," September 11, 2023",False,False
129,Samba OG Shoes,100,6,Great shoes,I see what the hype is about. These are the best! Comfy and cute.,KittyQwhoo ," September 11, 2023 ",True,True
132,Samba OG Shoes,100,6,"Really nice design, good for every occasion!","Really nice design, that looks good with most outfits and is good for every occasion!",Lilia ," September 9, 2023 ",True,True
133,Samba OG Shoes,100,6,Fun and stylish!,"Very trendy and flattering- I love the style, they go with everythinh",Izzy78 ," September 9, 2023 ",True,True
134,Samba OG Shoes,100,6,"Perfect for the summer , super comfy!!","Wear with anything, classic design. Timeless classic trainer",jjw227 ," September 9, 2023",False,False
135,Samba OG Shoes,100,6,Perfect size and amazing pair of shoes,"Easy to clean
Excellent fit
Goes nicely with most outfit",Divya ," September 9, 2023 ",True,True
136,Samba OG Shoes,100,6,Bit narrow but are good shoe,The leather on the shoe is great quality. These shoes are very easy to style with anything.,Benny41 ," September 9, 2023",False,False
137,Samba OG Shoes,100,6,Super comfortable and the design is great,Shipping was really fast (received the shoes in 3 days). The fit is great and they are very comfortable.,mexico85 ," September 10, 2023",False,False
138,Samba OG Shoes,100,6,"Quality,fit and looks. This show checks all boxes",If you have wider feet you might find your shoe silhouette falling outside  the sole a little.,Shrek ," September 10, 2023",False,False
139,Samba OG Shoes,100,6,Classic for a reason,Sambas are iconic for a reason. These are just another example of that. Fit and finish are excellent as always. Love the green suede,Chris ," September 10, 2023",False,False
140,Samba OG Shoes,100,6,Love my Sambas,"Love these, especially in the white and green colorway. People I know have complained about how they aren't very comfortable because they offer practically no arch support, but I actually prefer this and feel like they're quite comfortable thanks to the thickness of the sole. I also love that they're really versatile and can be styled in many different looks. I found that they fit true to size, but then again, my foot is rather narrow - I have heard people say to size up if you have wider feet.",annnnne ," September 10, 2023 ",True,True
141,Samba OG Shoes,100,6,"Cute, comfy and stylish!",Love these and they are comfy! These were true to size. I have worn them 2 times and so far are great for walking all day.,MMcMillan ," September 10, 2023 ",True,True
142,Samba OG Shoes,100,6,Exactly what I was looking for!,"Low profile, not bulky.  Comfortable, I wore right out of the box runnIng errands!",KellyFL ," September 10, 2023 ",True,True
143,Samba OG Shoes,100,6,love,"I love these! They are true to size, comfortable and versatile.",TMNGBA ," September 10, 2023 ",True,True
144,Samba OG Shoes,100,6,Definitely worth buying.,"I wear a size 10.5 in other shoes and I did have to size up to an 11 for these. Good quality and comfortable, great shoe.",Oshmurd8 ," September 10, 2023",False,False
145,Samba OG Shoes,100,6,Sole is dark grey,"Super bummed because the soles or gum of the shoe appear to be much more dark grey in person as opposed to the dark brown as pictured. I prefer a more brown colored sole, but the vegans were sold out in my size unfortunately. I almost feel like it was falsely advertised. Then of course the decons come out a few days after I had received my shoes and wore them…",Sherrie619 ," September 10, 2023 ",True,True
146,Samba OG Shoes,100,6,Can't go wrong with the classics!,Bought these for my daughter and she loves them. Simple. Classic. Comfy.,sfitz ," September 10, 2023 ",True,True
147,Samba OG Shoes,100,6,Fabulous,Love these shoes ❤️ comfortable and ordered my normal size,Shannn ," September 10, 2023 ",True,True
148,Samba OG Shoes,100,6,It’s great,"Glad I got them, have been looking for them and they were finally back in stock in my size",Jeb8 ," September 10, 2023",False,False
149,Samba OG Shoes,100,6,shoes are amazing,shoes fit really good. been looking for them for a while and I finally found them,jessh ," September 10, 2023",False,False
150,Samba OG Shoes,100,6,Comfortable and nice.,The white ones are pretty nice and match well with outfits. I will probably get another pair of different color.,Samba5 ," September 10, 2023",False,False
151,Samba OG Shoes,100,6,very good,it was really comfy just a couple bumps on it but it’s worth it,Leoff ," September 9, 2023",False,False
152,Samba OG Shoes,100,6,Love these shoes,I’ve been wanting these shoes for a while and they go with many clothes. 10/10 recommend.,AngelStewart ," September 9, 2023",False,False
153,Samba OG Shoes,100,6,comfortable &amp; classic,Got the black/white color about 2 weeks ago. Never had this brand before. I bought these because they still have laces that TIE &amp; I was able to get unisex so the foot bed is wider. I have a very high instep &amp; non-tie elastic laces cut off circulation on the top of my foot. These shoes are comfortable &amp; not to big/small. I will buy more when these wear out..good shoe! Also I am a senior woman that never dresses up.,matze ," September 9, 2023",False,False
154,Samba OG Shoes,100,6,Back part gives blisters,It's a great shoe only thing is that the back gave me a blister.,LiamP ," September 9, 2023 ",True,True
155,Samba OG Shoes,100,6,"Stylish, comfortable and versatile trainers.",Love the low profile abs how they look on my feet! Really comfy - much to my surprise as lots of reviews I’ve read suggest they aren’t the most comfortable.  Also true to size as this website suggests … lots of reviews suggest sizing up.,StellaB ," September 9, 2023 ",True,True
156,Samba OG Shoes,100,6,Little bit smaller,"Usually wear size W7.5 but it was little bit smaller, so now I need 1 size big W8.5. Hope will be perfect size.",Tatia ," September 9, 2023",False,False
157,Samba OG Shoes,100,6,"Best pair of shoes I’ve ever had, amazing.","The size fits perfectly, it’s never too tight or to big.",TopG ," September 9, 2023",False,False
158,Samba OG Shoes,100,6,The run very small so go up a size.Other than that,Shoe is very comfortable. I plenty of compliments with my green tracksuit to match,Veejay ," September 9, 2023",False,False
159,Samba OG Shoes,100,6,Trendy,Really nice and looks great with anything. True to size and comfortable.,Nakata5 ," September 9, 2023 ",True,True
160,Samba OG Shoes,100,6,Great look but not a comfortable fit.,"I love the look but these leather sneakers are stiff, I hope they break in over time.  The back of the sneaker is a little high and rubbed one of my ankles raw after wearing them a full daywith no show socks.  I didn't return them but probably should have.  I'll have to try a higher sock to see how it feels against my ankle once the blister heals.",AlisonB ," September 9, 2023 ",True,True
161,Samba OG Shoes,100,6,Comfortable and stylish,"I have a lot of sneakers and these are the best!
They are so comfortable.",Fran414 ," September 9, 2023 ",True,True
162,Samba OG Shoes,100,6,Great shoes! I lovin it :),Great shoes! I lovin it :)  They fit to any outfit. They are so classy ...and super comfortable.,Agata ," September 9, 2023",False,False
163,Samba OG Shoes,100,6,This shoes is good to wear specially on occasions.,This shoes is good for any clothes and you can easily pair it.,Julz21 ," September 9, 2023",False,False
169,Samba OG Shoes,100,6,Perfect for autumn outfits,"Gorgeous shoes, so comfy.perfect for autumn outfits. I sized up a half for a more comfortable fit",Lorzo6 ," September 9, 2023 ",True,True
170,Samba OG Shoes,100,6,Stylish but size up,"Very stylish. I wear mine with dresses as not too chunky. I have skinny feet so the style is perfect for that. Only downside is they still, in my opinion, are made on the small side so would maybe recommend going a half size up",Mammah ," September 9, 2023 ",True,True
171,Samba OG Shoes,100,6,Love them,Amazing trainers. Really comfy and go with everything,Claire223 ," September 9, 2023 ",True,True
172,Samba OG Shoes,100,6,You need these!,"They are comfortable. So versatile. A timeless, stylish pair every girl needs in her closet.",Charlie09 ," September 9, 2023 ",True,True
173,Samba OG Shoes,100,6,Great comfy shoe!,"I was always worried about the shoe being too narrow, so I never bought them, I finally bit the bullet and I’m glad I did they might be my new favorite shoe I own",MichaelJ ," September 9, 2023",False,False
174,Samba OG Shoes,100,6,Im so happy with my purchase. It’s the best!,Very classic and I know it will last. The best ever!,Uvrav ," September 9, 2023 ",True,True
175,Samba OG Shoes,100,6,"TTS for me, some say they run large.","They are a bit narrow, though breaking them in should do the trick. Not very cushiony and minimum arch support, which can either be good or bad. I love them though!",BeNiceToPeople ," September 9, 2023",False,False
176,Samba OG Shoes,100,6,CUTE,"It's not completely comfortable, but it's more comfortable and cute than expected.",Angela ," September 9, 2023",False,False
178,Samba OG Shoes,100,6,Super comfy.,Super comfy and match with everything. Easy to clean and wear.,Cin26 ," September 9, 2023 ",True,True
179,Samba OG Shoes,100,6,I love the silhouette,"The pair is great, it is very comfortable and easy to combine, a very fashionable shoe today and very comfortable .",hanner10 ," September 9, 2023",False,False
180,Samba OG Shoes,100,6,Happy with my purchase.,"No breaking in needed. 
Comfortable and true to size.
Worth the wait.",Imee ," September 9, 2023 ",True,True
181,Samba OG Shoes,100,6,Great purchase!,Comfortable and stylish make this shoe one of my favorite casual shoes.,Ttown ," September 9, 2023 ",True,True
182,Samba OG Shoes,100,6,W SHOE COLOR AND COMFORT,"peak shoes, good color, comfy and easy to style with",W1FA ," September 9, 2023",False,False
183,Samba OG Shoes,100,6,So comfortable,Very stylish I can wear with a dress or jeans. I stand a lot and these are the best!,Sarge ," September 9, 2023 ",True,True
184,Samba OG Shoes,100,6,Great for everyday wear,"Super comfy, wear daily at work and they were great right out of the box",Jack28 ," September 9, 2023 ",True,True
185,Samba OG Shoes,100,6,"The ""IT"" sneaker!","Great sneaker!  Runs large in my opinion.  I always wear a 7.5 or even 8, and finally got these in a 7.  Perfect fit!",Lee22 ," September 9, 2023 ",True,True
186,Samba OG Shoes,100,6,Great and comfortable shoe,"Great shoe, great color, very comfortable. Also a very quick delivery!",BigV ," September 9, 2023 ",False,True
187,Samba OG Shoes,100,6,For wmns sizes go size down,"Samba is fire this season! Simple minimalistic classic design, light weight and nice look, what you need more?",DenL ," September 8, 2023 ",True,True
188,Samba OG Shoes,100,6,confy shoes,"very comfortable shoes. while they fit nicely, they also look narrow, making my feet seem narrower.  the color combination is fantastic too. the only slight niggle is that the tab on the back sticks up a little, sometimes digging into the back of the leg",VK70 ," September 8, 2023 ",True,True
189,Samba OG Shoes,100,6,Nice shoe,"Nice neat shoe. I would order half size bigger, as very slight rubbing",JennyO ," September 8, 2023 ",True,True
190,Samba OG Shoes,100,6,COOL,"LOVE THEM, THEY ARE SO COMFY AND THEY ARE SO IN TREND",REBEJ ," September 8, 2023 ",True,True
191,Samba OG Shoes,100,6,Love these,Look great and super comfy. Classic shoe that will go with pretty much anything. Can’t fault them.,Kasia ," September 8, 2023",False,False
192,Samba OG Shoes,100,6,Perfect the only thing is the size,"So nice and elegant  , of course I order for my family",Mola ," September 8, 2023",False,False
193,Samba OG Shoes,100,6,Amazing Quality,So comfortable and trendy dress up or down love them,Burner77 ," September 8, 2023 ",True,True
194,Samba OG Shoes,100,6,Perfect for the price!,"It is a great shoe, they fit well and they are sturdy. The exterior looks amazing and it it high quality!",TDawg ," September 8, 2023 ",True,True
195,Samba OG Shoes,100,6,love my sambas!,"my new favorite shoe! i am usually a women's size 7, so i purchased a women's 6 at first. but it was too small so i exchanged it for the 6.5 and they are perfect!",Kate ," September 8, 2023 ",True,True
196,Samba OG Shoes,100,6,Nice colour and easy to style,Found them to be a bit small so had to size up for a better fit,Char ," September 8, 2023",False,False
202,Samba OG Shoes,100,6,I love it,Very stylish shoes . Goes with many outfits. I recommend order size up .,Olga83 ," September 8, 2023 ",True,True
203,Samba OG Shoes,100,6,Love them,Was finally able to get them since they were constantly out of stock. They’re comfy and I like the ‘vintage’ look!,Robs ," September 8, 2023 ",True,True
204,Samba OG Shoes,100,6,"Classic, comfortable, best purchase ever!","Great addition to wardrobe, it's truly a shoe that has a timeless look that will never go out of style.",CavillPC ," September 8, 2023",False,False
205,Samba OG Shoes,100,6,Love this shoes!,Fits perfectly. It matches every outfit. Good quality,nanamin ," September 8, 2023",False,False
206,Samba OG Shoes,100,6,Love them best purchase so far,Love the new style of adidas! Goes well with different casual outfits.,Viri3 ," September 8, 2023 ",True,True
207,Samba OG Shoes,100,6,Buy the shoes…you won’t regret it.,I love the low profile of this shke and the colors are awesome!,Amanda ," September 8, 2023 ",True,True
208,Samba OG Shoes,100,6,Cool,Shi coo go w everything. They said at least 50 characters so here.,Fasiongod420 ," September 8, 2023 ",True,True
209,Samba OG Shoes,100,6,Good solid shoe,"Comfortable and look good obviously, however, if you care about quality the leather on some of them is not good so look at pictures or do research because the black ones and white ones and others have not great leather.",JohnLark ," September 7, 2023",False,False
210,Samba OG Shoes,100,6,A must have silhouette,A classic shoe that goes with everything in your wardrobe,Mox11 ," September 7, 2023",False,False
211,Samba OG Shoes,100,6,The mistake was a perfect fit!,"My feet are tiny, lol! I wear a size 5 US Women.  I ordered a M4/W5.  Butt I received a 3 1/2 M/4W, and they fit perfect!!    I hope this helps.",Jaxie ," September 7, 2023",False,False
212,Samba OG Shoes,100,6,great purchase,"great quality, true to size, goes with anything, easy to style",will ," September 7, 2023",False,False
213,Samba OG Shoes,100,6,I love them they are so cuter the best,Love it  i got them today the are so cute and they are great for school,Keili.oso ," September 7, 2023",False,False
214,Samba OG Shoes,100,6,Love the colorway,Always been a huge fan of sambas. I got the clay colorway and they look fresh,Carter ," September 7, 2023",False,False
215,Samba OG Shoes,100,6,Size up by 1/2 a size to ensure better fit!,"The Adidas Samba shoe is a must-have addition to your trainer collection, but here's a tip: make sure to go half a size up. Typically, I wear a size 6/39, but they felt a bit snug. When I switched to size 6.5/39 1/2, they fit perfectly. These trainers also complement any outfit! My next target is the all-black pair.",throughannetteslens ," September 7, 2023 ",True,True
216,Samba OG Shoes,100,6,Awesome and classic,Got tons of compliments the first time I wore these. They feel weightless and look great!,Kkowal ," September 7, 2023 ",True,True
217,Samba OG Shoes,100,6,"great product would buy again, really really good.","great stuff man, would definitely recommend to others",5555 ," September 7, 2023",False,False
218,Samba OG Shoes,100,6,Finally I got it,I have been wanting to get one of these it’s very trendy atm and I can’t wait to wear it on my upcoming trip.,Xtin ," September 7, 2023",False,False
219,Samba OG Shoes,100,6,Perfect,Never goes out of style. Classic must have. Looks terrific and goes with everything.,Sally ," September 7, 2023 ",True,True
220,Samba OG Shoes,100,6,super nice!!!,i love the shoes sooo much!!!!!!!!!!!!!!!!!!!!!!!!!!!,jinji ," September 7, 2023",False,False
221,Samba OG Shoes,100,6,Love Sambas! The OG are the best.,"This is my second pair of Sambas, the OG. Love them! They are so comfortable and definitely “in”. They go with everything!",Taylor2 ," September 7, 2023 ",True,True
222,Samba OG Shoes,100,6,Bought for my daughter snd she loves them. Wears t,My daughter wears them everyday since she received them for her birthday,Sambacita ," September 7, 2023",False,False
223,Samba OG Shoes,100,6,Sambas are those classics that go with anything,It's a classic that never ages. The overall quality is excellent and fits as expected.,Sherman ," September 7, 2023",False,False
224,Samba OG Shoes,100,6,"I love them,they are stylish and match w anything",i got these shoes because they are trending and they seriously deserve all the hype. they match with everything and just give your outfit the perfect touch.,Camila ," September 7, 2023",False,False
225,Samba OG Shoes,100,6,Great every day shoe,Great every day shoe for running errands or going to the office.,Casey ," September 7, 2023 ",True,True
226,Samba OG Shoes,100,6,Most comfortable and stylish Adidas shoe ever.,"Love the retro look, goes with everything. I’m a woman, shorts, jeans, cargo pants, athletic wear, dresses and skirts.",Pattycake ," September 6, 2023",False,False
227,Samba OG Shoes,100,6,The Best Model,"Classic, I love it !!! highly recommended!!!!!!!!!",Tdal ," September 6, 2023",False,False
228,Samba OG Shoes,100,6,One of the best shoe ever,"The moment I slipped my feet into these shoes, I could feel the plush cushioning inside. They provide excellent support, making them ideal for long walks or all-day wear.",Akshay ," September 6, 2023",False,False
229,Samba OG Shoes,100,6,Favorite trainers,"Love these trainers, comfortable and stylish favourite purchase of 2023",DaniD ," September 6, 2023 ",True,True
230,Samba OG Shoes,100,6,Favorite shoes I own,Really love these shoes! Stylish and the color is perfect. Also water proof somehow? Stepped in a puddle and they didn’t get wet,Lana863 ," September 6, 2023",False,False
231,Samba OG Shoes,100,6,Great shoes,Just as nice on as they look in the shops. Definitely recommend,Lala90891 ," September 6, 2023",False,False
232,Samba OG Shoes,100,6,Pretty and comfy!,"Super great! Classic coolness! When I bought them, there was a notice that they run small. So I just heeded that, turned out perfect.",ARB18 ," September 6, 2023",False,False
233,Samba OG Shoes,100,6,"I haven’t worn yet, very nice fit.","The look &amp; style of the shoe is very sporty,  I can’t wait too wear them.",TDubb58 ," September 6, 2023 ",True,True
234,Samba OG Shoes,100,6,Bad make,These sambas are really below average on comfort. You can see the stitches aren’t proper on the inside and the fabric will hurt your feet. The tongue on the shoe is really rough on the edge and keeps on rubbing on the feet. I do wear socks but found this really uncomfortable.,Piya23 ," September 6, 2023 ",True,True
235,Samba OG Shoes,100,6,Love the colour good without the tongue,I tend not to go for samba as I don't really like the oversized tongue but these are great just need a t-shirt to go with them now,Monkeyman ," September 6, 2023",False,False
236,Samba OG Shoes,100,6,Nice casual shoes.,I like them they were a gift for my sis birthday and I am glad she loves them.,Waldyluna10 ," September 6, 2023",False,False
237,Samba OG Shoes,100,6,Great and fun,very comfy and i really enjoyed wearing them to work,chinochubs ," September 6, 2023",False,False
238,Samba OG Shoes,100,6,hurts after walking for awhile,"#aesthetic
#kawaii
#sopinterest
#y2kqueen everyone had these",cunty ," September 6, 2023",False,False
239,Samba OG Shoes,100,6,Great stylish and comfortable shoe.,Nice grip and great for all activities. Could play soccer in it and then go to a nice dinner next.,Mal14 ," September 6, 2023",False,False
240,Samba OG Shoes,100,6,"Amazing, and a calm shoe.",i love the colors and how it goes with different brands.,dswish ," September 6, 2023",False,False
241,Samba OG Shoes,100,6,Beautiful classy shoes!,Beautiful classy shoes that go with every outfit! Would like to purchase more colors,yulia16 ," September 6, 2023 ",True,True
0,Samba OG Shoes,100,6,Happy Purchase,"I love my new shoes! They are comfortable and are a great ""dress"" sneaker""",DMM35 ," September 13, 2023 ",True,True
1,Samba OG Shoes,100,6,love it,"its very comfortable, fits perfectly, size is perfect",salome ," September 13, 2023",False,False
2,Samba OG Shoes,100,6,good,have bought few things which are good so go buy them,bai22 ," September 13, 2023",False,False
3,Samba OG Shoes,100,6,"Really comfy, little small but still ok sizewise","love the runners, so comfy and really like the style",ann7 ," September 13, 2023 ",True,True
